"period","iso_alpha_3_code","parameter","0.1","0.5","0.9","estimate_version"
"2000, 2015","MWI","arr",-0.244377786191082,1.64464082206137,3.5793106935245,"estimates_12-19-22"
"2000, 2015","MWI","percent_change_in_mmr",-3.73368092356473,21.8621895553275,41.5440422767927,"estimates_12-19-22"
"2000, 2020","MWI","arr",0.248959180768893,2.06012939453871,4.00742478763775,"estimates_12-19-22"
"2000, 2020","MWI","percent_change_in_mmr",4.8572514285146,33.7692854294839,55.1337772280134,"estimates_12-19-22"
"2010, 2020","MWI","arr",-0.119174525111679,2.94909561450322,6.31144692585492,"estimates_12-19-22"
"2010, 2020","MWI","percent_change_in_mmr",-1.19887697063572,25.5401075118666,46.8017496309107,"estimates_12-19-22"
"2000, 2005","MWI","arr",7.08349450973094,10.0462816812037,12.6735123016506,"estimates_12-19-22"
"2000, 2005","MWI","percent_change_in_mmr",29.8247647356964,39.4871279518727,46.9362207745973,"estimates_12-19-22"
"2005, 2010","MWI","arr",-10.7948057150925,-7.8214267816672,-4.65824894123714,"estimates_12-19-22"
"2005, 2010","MWI","percent_change_in_mmr",-71.5561277074425,-47.8563989498921,-26.2271008620784,"estimates_12-19-22"
"2010, 2015","MWI","arr",-0.861882616917789,2.64027741463722,6.67844176147806,"estimates_12-19-22"
"2010, 2015","MWI","percent_change_in_mmr",-4.403616746458,12.367116004359,28.3890426355016,"estimates_12-19-22"
"2015, 2020","MWI","arr",-0.782619971579014,3.15975775082811,7.60771104326991,"estimates_12-19-22"
"2015, 2020","MWI","percent_change_in_mmr",-3.99067053216779,14.6139874951437,31.6402190130116,"estimates_12-19-22"
"2016, 2020","MWI","arr",-1.17386674631047,3.10315851388594,7.82876237003576,"estimates_12-19-22"
"2016, 2020","MWI","percent_change_in_mmr",-4.80745680227487,11.6731755097727,26.8860109199697,"estimates_12-19-22"
"2000, 2015","MYS","arr",2.34581458566868,3.85730631985814,4.83223375915284,"estimates_12-19-22"
"2000, 2015","MYS","percent_change_in_mmr",29.6629972228572,43.9314954788045,51.55955418071,"estimates_12-19-22"
"2000, 2020","MYS","arr",1.54336450937436,3.17020668176114,4.14341270514838,"estimates_12-19-22"
"2000, 2020","MYS","percent_change_in_mmr",26.5579024775332,46.9556230479377,56.3375857970301,"estimates_12-19-22"
"2010, 2020","MYS","arr",-0.777739172525209,1.93056629843907,3.3635905674025,"estimates_12-19-22"
"2010, 2020","MYS","percent_change_in_mmr",-8.08783187182579,17.5564713057633,28.5633412242216,"estimates_12-19-22"
"2000, 2005","MYS","arr",3.17216599218196,4.14569770606209,5.99287575390477,"estimates_12-19-22"
"2000, 2005","MYS","percent_change_in_mmr",14.6669456574816,18.7211934333072,25.8917843328023,"estimates_12-19-22"
"2005, 2010","MYS","arr",2.3023370122232,4.87121999358904,6.16326105108856,"estimates_12-19-22"
"2005, 2010","MYS","percent_change_in_mmr",10.8738006078055,21.6168338871005,26.5204501076097,"estimates_12-19-22"
"2010, 2015","MYS","arr",-0.624472793830222,2.79189639256332,4.29799770473133,"estimates_12-19-22"
"2010, 2015","MYS","percent_change_in_mmr",-3.17162108324574,13.0289435463592,19.3377809073773,"estimates_12-19-22"
"2015, 2020","MYS","arr",-1.77967723319679,1.04036057692767,3.22517688416896,"estimates_12-19-22"
"2015, 2020","MYS","percent_change_in_mmr",-9.3063016566485,5.06882483067568,14.892825239815,"estimates_12-19-22"
"2016, 2020","MYS","arr",-2.09228300240453,0.88989900896137,3.08799006225839,"estimates_12-19-22"
"2016, 2020","MYS","percent_change_in_mmr",-8.72932166386375,3.49698746014647,11.6195661755794,"estimates_12-19-22"
"2000, 2015","MDV","arr",1.97175174524579,4.84018954955978,6.82654812768845,"estimates_12-19-22"
"2000, 2015","MDV","percent_change_in_mmr",25.6036096093357,51.6173267517653,64.0838165780227,"estimates_12-19-22"
"2000, 2020","MDV","arr",1.05712889762031,3.63621095662562,5.44977242805709,"estimates_12-19-22"
"2000, 2020","MDV","percent_change_in_mmr",19.0570620172384,51.6760084492552,66.3768203125061,"estimates_12-19-22"
"2010, 2020","MDV","arr",-2.78727463614749,0.797888386747543,3.38659553331156,"estimates_12-19-22"
"2010, 2020","MDV","percent_change_in_mmr",-32.1447180902541,7.66887048565819,28.7274947255784,"estimates_12-19-22"
"2000, 2005","MDV","arr",3.24050119955235,7.82728659273655,10.6044496771447,"estimates_12-19-22"
"2000, 2005","MDV","percent_change_in_mmr",14.9580101447736,32.3866223870206,41.1525945416518,"estimates_12-19-22"
"2005, 2010","MDV","arr",1.36234680857882,5.8854388355908,8.55896801172734,"estimates_12-19-22"
"2005, 2010","MDV","percent_change_in_mmr",6.58488571781077,25.4926151836461,34.8154950268849,"estimates_12-19-22"
"2010, 2015","MDV","arr",-2.80599326309146,1.39976890555234,4.25018131999581,"estimates_12-19-22"
"2010, 2015","MDV","percent_change_in_mmr",-15.0618597577511,6.75953893406044,19.1447013803802,"estimates_12-19-22"
"2015, 2020","MDV","arr",-4.24896441526853,0.28849659687758,3.64517072438997,"estimates_12-19-22"
"2015, 2020","MDV","percent_change_in_mmr",-23.6702094940826,1.43212899691389,16.6614147824491,"estimates_12-19-22"
"2016, 2020","MDV","arr",-7.25802548327195,-2.50841493000423,1.1856689386659,"estimates_12-19-22"
"2016, 2020","MDV","percent_change_in_mmr",-33.6856600829905,-10.5542981567123,4.63196726826112,"estimates_12-19-22"
"2000, 2015","MLI","arr",1.21341906217567,2.85142772459616,4.03274332440687,"estimates_12-19-22"
"2000, 2015","MLI","percent_change_in_mmr",16.6409300682643,34.8002243870823,45.3877242892374,"estimates_12-19-22"
"2000, 2020","MLI","arr",1.17786014786804,2.69941325301394,3.96298227296847,"estimates_12-19-22"
"2000, 2020","MLI","percent_change_in_mmr",20.9881241287073,41.7183358213772,54.7332062796831,"estimates_12-19-22"
"2010, 2020","MLI","arr",0.0505342614888279,2.04715328388959,4.47343991742943,"estimates_12-19-22"
"2010, 2020","MLI","percent_change_in_mmr",0.50405555532489,18.5120743602159,36.0676036281487,"estimates_12-19-22"
"2000, 2005","MLI","arr",3.16883044251571,5.98251131756588,7.53016595794892,"estimates_12-19-22"
"2000, 2005","MLI","percent_change_in_mmr",14.6527127009455,25.8533699197969,31.374657675936,"estimates_12-19-22"
"2005, 2010","MLI","arr",-1.89547220598382,0.669913156884804,2.44440737950681,"estimates_12-19-22"
"2005, 2010","MLI","percent_change_in_mmr",-9.94099318850326,3.29408891038574,11.5046669235935,"estimates_12-19-22"
"2010, 2015","MLI","arr",-0.18189397596569,1.88852462252804,4.59574598358745,"estimates_12-19-22"
"2010, 2015","MLI","percent_change_in_mmr",-0.913618167679534,9.01051458824787,20.5297380324422,"estimates_12-19-22"
"2015, 2020","MLI","arr",-0.313452108489258,2.12363874200811,5.15327895484313,"estimates_12-19-22"
"2015, 2020","MLI","percent_change_in_mmr",-1.57960648854174,10.0738975687328,22.7145072661639,"estimates_12-19-22"
"2016, 2020","MLI","arr",-1.26205800122579,1.44542503193846,4.51146178888158,"estimates_12-19-22"
"2016, 2020","MLI","percent_change_in_mmr",-5.17782771181533,5.61773499829642,16.5112647719468,"estimates_12-19-22"
"2000, 2015","MLT","arr",3.90905495549704,5.82824975574435,9.03288501153595,"estimates_12-19-22"
"2000, 2015","MLT","percent_change_in_mmr",44.3650308182848,58.2819986069241,74.2035330421581,"estimates_12-19-22"
"2000, 2020","MLT","arr",4.44499248839078,6.23958605810676,9.06890544478762,"estimates_12-19-22"
"2000, 2020","MLT","percent_change_in_mmr",58.8932707135262,71.289785154394,83.696281561212,"estimates_12-19-22"
"2010, 2020","MLT","arr",3.35353258707428,5.94417122597088,9.68468220282315,"estimates_12-19-22"
"2010, 2020","MLT","percent_change_in_mmr",28.4914558651218,44.8115846770223,62.0335727744548,"estimates_12-19-22"
"2000, 2005","MLT","arr",3.0144581602456,5.96969125459918,10.060908208069,"estimates_12-19-22"
"2000, 2005","MLT","percent_change_in_mmr",13.9914011345111,25.8058263946951,39.5313662084925,"estimates_12-19-22"
"2005, 2010","MLT","arr",4.34049663366245,7.01598767402789,11.0938955462217,"estimates_12-19-22"
"2005, 2010","MLT","percent_change_in_mmr",19.5090015623969,29.5875001355071,42.5752490475364,"estimates_12-19-22"
"2010, 2015","MLT","arr",1.4715043699934,4.51220628613616,8.86698081484058,"estimates_12-19-22"
"2010, 2015","MLT","percent_change_in_mmr",7.0933739078916,20.197097840703,35.8116867758528,"estimates_12-19-22"
"2015, 2020","MLT","arr",3.97359790985322,7.42124732964298,11.5197814050711,"estimates_12-19-22"
"2015, 2020","MLT","percent_change_in_mmr",18.0187713792404,30.9999092643396,43.7851403446558,"estimates_12-19-22"
"2016, 2020","MLT","arr",-0.29704238590433,3.30822115469374,7.50265593485496,"estimates_12-19-22"
"2016, 2020","MLT","percent_change_in_mmr",-1.1952565127593,12.3947138781796,25.9260476480553,"estimates_12-19-22"
"2000, 2015","MRT","arr",-0.23543778797843,2.05162482544993,3.78913848096213,"estimates_12-19-22"
"2000, 2015","MRT","percent_change_in_mmr",-3.59466740713971,26.4896296837661,43.3552440492998,"estimates_12-19-22"
"2000, 2020","MRT","arr",-0.0761402305080833,2.04054095068833,3.70141262666792,"estimates_12-19-22"
"2000, 2020","MRT","percent_change_in_mmr",-1.53445854208961,33.5093056540008,52.3020841840121,"estimates_12-19-22"
"2010, 2020","MRT","arr",-0.567997901971976,2.12517971863067,5.62035559346579,"estimates_12-19-22"
"2010, 2020","MRT","percent_change_in_mmr",-5.84438808876614,19.1454214846226,42.995246048937,"estimates_12-19-22"
"2000, 2005","MRT","arr",-3.15324403027069,1.258706708437,3.76977385742461,"estimates_12-19-22"
"2000, 2005","MRT","percent_change_in_mmr",-17.0770650604699,6.09958069657547,17.1790131248652,"estimates_12-19-22"
"2005, 2010","MRT","arr",-1.30660862922284,2.3334723009057,5.32171521587588,"estimates_12-19-22"
"2005, 2010","MRT","percent_change_in_mmr",-6.75117064599492,11.012441220349,23.3626582372837,"estimates_12-19-22"
"2010, 2015","MRT","arr",-0.41114496575638,2.59209027644793,6.3146486548432,"estimates_12-19-22"
"2010, 2015","MRT","percent_change_in_mmr",-2.07700042438824,12.1557225789339,27.0745443417393,"estimates_12-19-22"
"2015, 2020","MRT","arr",-2.03145411479108,1.65567750572415,6.23908334488663,"estimates_12-19-22"
"2015, 2020","MRT","percent_change_in_mmr",-10.691042492153,7.94499203843783,26.7984919396785,"estimates_12-19-22"
"2016, 2020","MRT","arr",-3.30237214198576,0.570459570311512,5.28807159869922,"estimates_12-19-22"
"2016, 2020","MRT","percent_change_in_mmr",-14.1216612809019,2.25600119863265,19.0649224089957,"estimates_12-19-22"
"2000, 2015","MUS","arr",-2.74069709824219,-0.518451591474416,1.64169303728563,"estimates_12-19-22"
"2000, 2015","MUS","percent_change_in_mmr",-50.848312970207,-8.08716016558953,21.8276323224617,"estimates_12-19-22"
"2000, 2020","MUS","arr",-4.39887889421485,-2.41635509183336,-0.418483995334527,"estimates_12-19-22"
"2000, 2020","MUS","percent_change_in_mmr",-141.035919983037,-62.1369314807424,-8.72991824766822,"estimates_12-19-22"
"2010, 2020","MUS","arr",-7.76420548440764,-4.22835143280696,-0.980866049072878,"estimates_12-19-22"
"2010, 2020","MUS","percent_change_in_mmr",-117.36777512704,-52.6282657285745,-10.3058358072021,"estimates_12-19-22"
"2000, 2005","MUS","arr",-1.81423713785714,1.93591613764773,5.55726773346877,"estimates_12-19-22"
"2000, 2005","MUS","percent_change_in_mmr",-9.49534567870739,9.22586579512515,24.2599712296416,"estimates_12-19-22"
"2005, 2010","MUS","arr",-7.06272108891176,-2.89832175213156,0.984066466385129,"estimates_12-19-22"
"2005, 2010","MUS","percent_change_in_mmr",-42.3524811263754,-15.5942568290764,4.80124511685301,"estimates_12-19-22"
"2010, 2015","MUS","arr",-4.73695640440045,-0.40998412879708,3.32888080102232,"estimates_12-19-22"
"2010, 2015","MUS","percent_change_in_mmr",-26.7248263885512,-2.07107618484039,15.332980348534,"estimates_12-19-22"
"2015, 2020","MUS","arr",-12.7636021446246,-7.9580178105397,-3.27194566191457,"estimates_12-19-22"
"2015, 2020","MUS","percent_change_in_mmr",-89.303262633303,-48.8696486054956,-17.7739924231068,"estimates_12-19-22"
"2016, 2020","MUS","arr",-17.3938973799623,-12.3222407690019,-7.22528986619404,"estimates_12-19-22"
"2016, 2020","MUS","percent_change_in_mmr",-100.522424480448,-63.7039833518037,-33.5107208538076,"estimates_12-19-22"
"2000, 2015","MEX","arr",-0.133335456505745,0.494034294252694,1.63507008776071,"estimates_12-19-22"
"2000, 2015","MEX","percent_change_in_mmr",-2.02016667650254,7.14259402144662,21.7499326392304,"estimates_12-19-22"
"2000, 2020","MEX","arr",-1.32168461261125,-0.298618258431416,1.14484917941862,"estimates_12-19-22"
"2000, 2020","MEX","percent_change_in_mmr",-30.2566993074982,-6.15431545017485,20.4647471550219,"estimates_12-19-22"
"2010, 2020","MEX","arr",-3.535199496978,-1.4494648100707,0.833770757513059,"estimates_12-19-22"
"2010, 2020","MEX","percent_change_in_mmr",-42.4071397486411,-15.5977705391136,7.99958216749127,"estimates_12-19-22"
"2000, 2005","MEX","arr",-0.113619861954251,1.09217264313213,2.42669694855899,"estimates_12-19-22"
"2000, 2005","MEX","percent_change_in_mmr",-0.569716383266566,5.31443556977749,11.4262676872765,"estimates_12-19-22"
"2005, 2010","MEX","arr",-0.345821506445141,0.606235479797159,2.82231865276989,"estimates_12-19-22"
"2005, 2010","MEX","percent_change_in_mmr",-1.74414316115562,2.98569789440484,13.1611368566895,"estimates_12-19-22"
"2010, 2015","MEX","arr",-1.50579526457411,-0.465295616544655,1.60704547511347,"estimates_12-19-22"
"2010, 2015","MEX","percent_change_in_mmr",-7.81965317312097,-2.35375168512856,7.72087860029347,"estimates_12-19-22"
"2015, 2020","MEX","arr",-6.30881728035218,-2.42629546848601,0.965155226962761,"estimates_12-19-22"
"2015, 2020","MEX","percent_change_in_mmr",-37.086354855123,-12.8980232167565,4.71118612221417,"estimates_12-19-22"
"2016, 2020","MEX","arr",-9.01770330865228,-4.5755762643451,-0.599680475745425,"estimates_12-19-22"
"2016, 2020","MEX","percent_change_in_mmr",-43.4344797399783,-20.0842088627543,-2.42772344166519,"estimates_12-19-22"
"2000, 2015","FSM","arr",-3.21750902356072,-0.441479580722325,2.6250264950598,"estimates_12-19-22"
"2000, 2015","FSM","percent_change_in_mmr",-62.03243656437,-6.84638264233821,32.5480009599334,"estimates_12-19-22"
"2000, 2020","FSM","arr",-3.526142454748,-1.04876195142972,1.68111925162104,"estimates_12-19-22"
"2000, 2020","FSM","percent_change_in_mmr",-102.430923058387,-23.3372627102611,28.5536814458228,"estimates_12-19-22"
"2010, 2020","FSM","arr",-8.2308615341484,-4.75054567216189,-1.3490802948751,"estimates_12-19-22"
"2010, 2020","FSM","percent_change_in_mmr",-127.751778060499,-60.8101945648731,-14.4431545893376,"estimates_12-19-22"
"2000, 2005","FSM","arr",-2.73413639564244,1.00082614389699,4.91762851822078,"estimates_12-19-22"
"2000, 2005","FSM","percent_change_in_mmr",-14.6491975451599,4.88098665298912,21.7985002444591,"estimates_12-19-22"
"2005, 2010","FSM","arr",0.549985317155497,4.32817279795441,8.49060306773264,"estimates_12-19-22"
"2005, 2010","FSM","percent_change_in_mmr",2.71246021598309,19.4593886447006,34.5922969595078,"estimates_12-19-22"
"2010, 2015","FSM","arr",-10.3852320377668,-6.59892037098839,-2.62510467655118,"estimates_12-19-22"
"2010, 2015","FSM","percent_change_in_mmr",-68.0786105121235,-39.0893045697302,-14.0258832522176,"estimates_12-19-22"
"2015, 2020","FSM","arr",-6.73485384006996,-2.87457942216472,0.946413639609112,"estimates_12-19-22"
"2015, 2020","FSM","percent_change_in_mmr",-40.0378689168183,-15.4571144028256,4.62185084235107,"estimates_12-19-22"
"2016, 2020","FSM","arr",-7.67939624507681,-3.61465900810041,0.405187013236421,"estimates_12-19-22"
"2016, 2020","FSM","percent_change_in_mmr",-35.9580033755975,-15.556148554509,1.60768436494683,"estimates_12-19-22"
"2000, 2015","MNG","arr",6.49383715655767,8.03001993604839,9.67569959691769,"estimates_12-19-22"
"2000, 2015","MNG","percent_change_in_mmr",62.2458798453221,70.0159013663603,76.5747323101685,"estimates_12-19-22"
"2000, 2020","MNG","arr",5.14877485371616,6.93279971214318,8.86297956154453,"estimates_12-19-22"
"2000, 2020","MNG","percent_change_in_mmr",64.2905550872249,75.0066386490595,83.0108567179051,"estimates_12-19-22"
"2010, 2020","MNG","arr",1.3843960688602,5.17495796692721,8.60407637001989,"estimates_12-19-22"
"2010, 2020","MNG","percent_change_in_mmr",12.9284164931605,40.3988781534527,57.7010377586317,"estimates_12-19-22"
"2000, 2005","MNG","arr",7.70958413790334,10.2718683930886,13.0780393413103,"estimates_12-19-22"
"2000, 2005","MNG","percent_change_in_mmr",31.9875362269828,40.1658381344907,47.9987259572307,"estimates_12-19-22"
"2005, 2010","MNG","arr",4.40756449747152,7.12040621011095,10.2291285249392,"estimates_12-19-22"
"2005, 2010","MNG","percent_change_in_mmr",19.7784675343417,29.9541605873566,40.0378355942782,"estimates_12-19-22"
"2010, 2015","MNG","arr",2.88276843957061,6.68148572149618,10.2010032570276,"estimates_12-19-22"
"2010, 2015","MNG","percent_change_in_mmr",13.4232101481409,28.399940839401,39.9534542447463,"estimates_12-19-22"
"2015, 2020","MNG","arr",-1.32433560298278,3.73862747114573,8.26278969993766,"estimates_12-19-22"
"2015, 2020","MNG","percent_change_in_mmr",-6.84584594666074,17.0499339839182,33.8429992667451,"estimates_12-19-22"
"2016, 2020","MNG","arr",-0.647430103034841,4.51976416705284,9.15732970176054,"estimates_12-19-22"
"2016, 2020","MNG","percent_change_in_mmr",-2.62354511408093,16.5389863893648,30.6700463838042,"estimates_12-19-22"
"2000, 2015","MNE","arr",1.11947157579539,3.49482660284174,6.79625551503275,"estimates_12-19-22"
"2000, 2015","MNE","percent_change_in_mmr",15.4578962511358,40.7985403042924,63.9202440319626,"estimates_12-19-22"
"2000, 2020","MNE","arr",0.32919146921608,2.62719295579,5.48510067961421,"estimates_12-19-22"
"2000, 2020","MNE","percent_change_in_mmr",6.37176617842263,40.8704025502889,66.6135461647028,"estimates_12-19-22"
"2010, 2020","MNE","arr",-1.9303206760796,1.74483131275427,4.85433098427721,"estimates_12-19-22"
"2010, 2020","MNE","percent_change_in_mmr",-21.2921693546629,16.0108974932967,38.4569373837188,"estimates_12-19-22"
"2000, 2005","MNE","arr",-1.34275804518652,1.3985854763898,6.42488766619359,"estimates_12-19-22"
"2000, 2005","MNE","percent_change_in_mmr",-6.94429471119627,6.75402319052616,27.4754008104267,"estimates_12-19-22"
"2005, 2010","MNE","arr",2.25942508023939,5.73233644582118,9.95776656002136,"estimates_12-19-22"
"2005, 2010","MNE","percent_change_in_mmr",10.6823664677398,24.9200636564337,39.2187109005498,"estimates_12-19-22"
"2010, 2015","MNE","arr",-0.639625340925757,3.34569565736523,7.14698948954825,"estimates_12-19-22"
"2010, 2015","MNE","percent_change_in_mmr",-3.24981810363651,15.4041337394558,30.047201158491,"estimates_12-19-22"
"2015, 2020","MNE","arr",-4.29975808879992,0.119411413553151,3.75106610157622,"estimates_12-19-22"
"2015, 2020","MNE","percent_change_in_mmr",-23.984695725148,0.595277637258784,17.1015048798716,"estimates_12-19-22"
"2016, 2020","MNE","arr",-5.50879611053791,-0.932110862378743,2.91795677191973,"estimates_12-19-22"
"2016, 2020","MNE","percent_change_in_mmr",-24.651523722548,-3.7988218559787,11.0164122293868,"estimates_12-19-22"
"2000, 2015","MAR","arr",4.56017479290092,6.03974488677154,8.10494639921446,"estimates_12-19-22"
"2000, 2015","MAR","percent_change_in_mmr",49.5418636183684,59.584698908926,70.3510050079559,"estimates_12-19-22"
"2000, 2020","MAR","arr",4.56603103268101,6.00513771504832,8.02933006304377,"estimates_12-19-22"
"2000, 2020","MAR","percent_change_in_mmr",59.8764259389609,69.9115112358283,79.9284341692706,"estimates_12-19-22"
"2010, 2020","MAR","arr",3.82498365444521,6.19155569233429,9.10020171840217,"estimates_12-19-22"
"2010, 2020","MAR","percent_change_in_mmr",31.784498533773,46.1601113411749,59.7483856555504,"estimates_12-19-22"
"2000, 2005","MAR","arr",2.40946008230312,4.45624775376263,6.9917015354552,"estimates_12-19-22"
"2000, 2005","MAR","percent_change_in_mmr",11.3498979678721,19.9735025179424,29.5019448515915,"estimates_12-19-22"
"2005, 2010","MAR","arr",5.09680571473006,7.17185179916274,10.327162093169,"estimates_12-19-22"
"2005, 2010","MAR","percent_change_in_mmr",22.4959726440527,30.1341065952032,40.3310322633148,"estimates_12-19-22"
"2010, 2015","MAR","arr",3.8264596751052,6.45523708857341,9.82881506032783,"estimates_12-19-22"
"2010, 2015","MAR","percent_change_in_mmr",17.4134189155024,27.5853713932978,38.8255612431396,"estimates_12-19-22"
"2015, 2020","MAR","arr",2.9426712641459,5.94967534118832,9.1333174756353,"estimates_12-19-22"
"2015, 2020","MAR","percent_change_in_mmr",13.6821318634722,25.7315360840068,36.6608031857555,"estimates_12-19-22"
"2016, 2020","MAR","arr",1.15911594206922,4.29042622393219,7.56081724628229,"estimates_12-19-22"
"2016, 2020","MAR","percent_change_in_mmr",4.53062165507558,15.7698328280401,26.0981758222911,"estimates_12-19-22"
"2000, 2015","MOZ","arr",4.15984067698137,5.83961087788074,7.03974128661158,"estimates_12-19-22"
"2000, 2015","MOZ","percent_change_in_mmr",46.4190222530416,58.3530324703887,65.2142091998056,"estimates_12-19-22"
"2000, 2020","MOZ","arr",5.97252654475142,7.15745546404654,8.42079593678639,"estimates_12-19-22"
"2000, 2020","MOZ","percent_change_in_mmr",69.714626204668,76.1047643650871,81.4399578443673,"estimates_12-19-22"
"2010, 2020","MOZ","arr",7.7435032113639,9.0672312226613,11.69713284889,"estimates_12-19-22"
"2010, 2020","MOZ","percent_change_in_mmr",53.8996810212236,59.6154588024313,68.9544059035737,"estimates_12-19-22"
"2000, 2005","MOZ","arr",2.69341276264486,5.79238430031106,7.50906460999303,"estimates_12-19-22"
"2000, 2005","MOZ","percent_change_in_mmr",12.5996272205644,25.1451450273432,31.3022147284007,"estimates_12-19-22"
"2005, 2010","MOZ","arr",2.1356118748157,4.73906100428124,6.56225968392855,"estimates_12-19-22"
"2005, 2010","MOZ","percent_change_in_mmr",10.1277162831011,21.0971668028626,27.9718362170849,"estimates_12-19-22"
"2010, 2015","MOZ","arr",5.15611030852707,6.92653011727178,9.51850890355466,"estimates_12-19-22"
"2010, 2015","MOZ","percent_change_in_mmr",22.7254494712801,29.2718482109642,37.8690197306267,"estimates_12-19-22"
"2015, 2020","MOZ","arr",9.42273225686182,11.1412290158128,14.694513329208,"estimates_12-19-22"
"2015, 2020","MOZ","percent_change_in_mmr",37.5707713672186,42.7109941242456,52.0362978332917,"estimates_12-19-22"
"2016, 2020","MOZ","arr",8.29298060591078,10.1631148704264,13.9019382023209,"estimates_12-19-22"
"2016, 2020","MOZ","percent_change_in_mmr",28.2311194985145,33.4039283097094,42.6545984441049,"estimates_12-19-22"
"2000, 2015","MMR","arr",0.0271725720009646,2.88600959439095,5.1148208523516,"estimates_12-19-22"
"2000, 2015","MMR","percent_change_in_mmr",0.406757362900068,35.1375577909097,53.5699409325504,"estimates_12-19-22"
"2000, 2020","MMR","arr",0.817684822966279,3.74041384446022,5.60111067510087,"estimates_12-19-22"
"2000, 2020","MMR","percent_change_in_mmr",15.0864627545221,52.6726941599034,67.3792675471599,"estimates_12-19-22"
"2010, 2020","MMR","arr",0.726898154313077,5.03984230315715,7.99697868353535,"estimates_12-19-22"
"2010, 2020","MMR","percent_change_in_mmr",7.01107482800428,39.5881085465433,55.0535188941142,"estimates_12-19-22"
"2000, 2005","MMR","arr",-1.24978743419612,3.27080404851871,5.91721509624535,"estimates_12-19-22"
"2000, 2005","MMR","percent_change_in_mmr",-6.44831454817709,15.0867637981668,25.6108995929214,"estimates_12-19-22"
"2005, 2010","MMR","arr",-2.13445482181978,2.16211674650702,4.83749345261198,"estimates_12-19-22"
"2005, 2010","MMR","percent_change_in_mmr",-11.2625729193107,10.2467401019437,21.4845427205931,"estimates_12-19-22"
"2010, 2015","MMR","arr",-0.774812457263751,4.06116467435767,7.11092429048292,"estimates_12-19-22"
"2010, 2015","MMR","percent_change_in_mmr",-3.95008259611876,18.3769290364629,29.9209443213851,"estimates_12-19-22"
"2015, 2020","MMR","arr",1.13614380519349,5.94717398637842,10.0268510548947,"estimates_12-19-22"
"2015, 2020","MMR","percent_change_in_mmr",5.52237797609074,25.7222469220065,39.4283089850867,"estimates_12-19-22"
"2016, 2020","MMR","arr",2.52375876560309,7.36990833917921,11.4614984045553,"estimates_12-19-22"
"2016, 2020","MMR","percent_change_in_mmr",9.60220807064652,25.5316760918583,36.7743388352239,"estimates_12-19-22"
"2000, 2015","NAM","arr",0.462391795018855,2.89796107443488,4.44637467087904,"estimates_12-19-22"
"2000, 2015","NAM","percent_change_in_mmr",6.70081087209542,35.2537335268839,48.6731496809313,"estimates_12-19-22"
"2000, 2020","NAM","arr",1.5004355522745,3.79970941484984,5.22332284570255,"estimates_12-19-22"
"2000, 2020","NAM","percent_change_in_mmr",25.924630780467,53.2306392813056,64.8190188449187,"estimates_12-19-22"
"2010, 2020","NAM","arr",5.04931361003144,7.92748965062942,10.4268562634456,"estimates_12-19-22"
"2010, 2020","NAM","percent_change_in_mmr",39.6452991436093,54.7401090373023,64.7493259211997,"estimates_12-19-22"
"2000, 2005","NAM","arr",-1.08893291850105,1.78010988659824,3.54936010259316,"estimates_12-19-22"
"2000, 2005","NAM","percent_change_in_mmr",-5.59561462913226,8.51594507493439,16.261220871015,"estimates_12-19-22"
"2005, 2010","NAM","arr",-5.95508389279713,-2.48989787614024,-0.169364169477908,"estimates_12-19-22"
"2005, 2010","NAM","percent_change_in_mmr",-34.6830694992196,-13.2576238213316,-0.850416572122598,"estimates_12-19-22"
"2010, 2015","NAM","arr",6.12651124737185,9.50731076492949,12.2707230188566,"estimates_12-19-22"
"2010, 2015","NAM","percent_change_in_mmr",26.385308050258,37.8342223736334,45.856710828959,"estimates_12-19-22"
"2015, 2020","NAM","arr",2.99375676425973,6.31387197012915,9.49805764646889,"estimates_12-19-22"
"2015, 2020","NAM","percent_change_in_mmr",13.9023301178904,27.0717130652717,37.8054538907911,"estimates_12-19-22"
"2016, 2020","NAM","arr",-0.31890390286633,3.13099562469976,6.39563118156648,"estimates_12-19-22"
"2016, 2020","NAM","percent_change_in_mmr",-1.28378654550172,11.771471432297,22.5722734654594,"estimates_12-19-22"
"2000, 2015","NPL","arr",1.32617791825163,4.79562656949076,7.09806274151893,"estimates_12-19-22"
"2000, 2015","NPL","percent_change_in_mmr",18.0390014393844,51.2928270716867,65.5171946134888,"estimates_12-19-22"
"2000, 2020","NPL","arr",2.60744938671243,5.46722371500285,7.02881514295053,"estimates_12-19-22"
"2000, 2020","NPL","percent_change_in_mmr",40.6364551872034,66.4939693076917,75.4820093736387,"estimates_12-19-22"
"2010, 2020","NPL","arr",3.39053741013485,6.91814019969356,9.6964154096227,"estimates_12-19-22"
"2010, 2020","NPL","percent_change_in_mmr",28.7555839161802,49.9332975092213,62.0781051768091,"estimates_12-19-22"
"2000, 2005","NPL","arr",1.89821693679439,5.9606814809855,8.34853640165982,"estimates_12-19-22"
"2000, 2005","NPL","percent_change_in_mmr",9.05459884262934,25.7723952953013,34.1260302923668,"estimates_12-19-22"
"2005, 2010","NPL","arr",-2.44149812801978,2.11853748014155,4.59590429222031,"estimates_12-19-22"
"2005, 2010","NPL","percent_change_in_mmr",-12.983873820742,10.0509577855314,20.5303670880092,"estimates_12-19-22"
