"period","iso_alpha_3_code","parameter","0.1","0.5","0.9","estimate_version"
"2015, 2020","CHN","percent_change_in_mmr",1.91672872253876,11.4309289997162,21.1605119442973,"estimates_12-19-22"
"2016, 2020","CHN","arr",-1.86634996173961,0.362457389984258,2.88400678328957,"estimates_12-19-22"
"2016, 2020","CHN","percent_change_in_mmr",-7.75112694311787,1.4393701168412,10.8954896069316,"estimates_12-19-22"
"2000, 2015","COL","arr",1.01218060455669,1.88883601080752,2.49696926715634,"estimates_12-19-22"
"2000, 2015","COL","percent_change_in_mmr",14.0863173157289,24.6725368791823,31.2398198280092,"estimates_12-19-22"
"2000, 2020","COL","arr",0.316646676744108,1.08674961911227,1.83206416987291,"estimates_12-19-22"
"2000, 2020","COL","percent_change_in_mmr",6.13656717434445,19.5351644927711,30.6783440614667,"estimates_12-19-22"
"2010, 2020","COL","arr",-1.65659427357441,-0.723643716423663,1.02517601577585,"estimates_12-19-22"
"2010, 2020","COL","percent_change_in_mmr",-18.0171099299349,-7.50469893937309,9.74377197725977,"estimates_12-19-22"
"2000, 2005","COL","arr",1.15227188043197,2.54641148627141,3.56687728036682,"estimates_12-19-22"
"2000, 2005","COL","percent_change_in_mmr",5.59853495681832,11.9548622718727,16.3345321420595,"estimates_12-19-22"
"2005, 2010","COL","arr",1.2381833482412,3.08628374423178,3.89730368317114,"estimates_12-19-22"
"2005, 2010","COL","percent_change_in_mmr",6.0031736550944,14.2997279538513,17.7054403295918,"estimates_12-19-22"
"2010, 2015","COL","arr",-1.20272751613276,0.0160621424772512,1.85061291568937,"estimates_12-19-22"
"2010, 2015","COL","percent_change_in_mmr",-6.19813656225237,0.0802784714316713,8.83787256799804,"estimates_12-19-22"
"2015, 2020","COL","arr",-2.71594177465622,-1.45173809319762,0.916018254553707,"estimates_12-19-22"
"2015, 2020","COL","percent_change_in_mmr",-14.5449447938065,-7.5286249499899,4.47678814156717,"estimates_12-19-22"
"2016, 2020","COL","arr",-3.11003162248561,-1.71413954714905,0.684045291675219,"estimates_12-19-22"
"2016, 2020","COL","percent_change_in_mmr",-13.2470201403484,-7.09708589611021,2.69908660023863,"estimates_12-19-22"
"2000, 2015","COM","arr",1.26128962808616,3.77253290583132,5.92052589459498,"estimates_12-19-22"
"2000, 2015","COM","percent_change_in_mmr",17.2373608122115,43.2139747127584,58.8554571588189,"estimates_12-19-22"
"2000, 2020","COM","arr",1.43940578693927,3.74825234948904,5.79547791432088,"estimates_12-19-22"
"2000, 2020","COM","percent_change_in_mmr",25.0149298726442,52.7468311272402,68.6230168019325,"estimates_12-19-22"
"2010, 2020","COM","arr",0.704343923928201,3.83806798737232,6.70640545794013,"estimates_12-19-22"
"2010, 2020","COM","percent_change_in_mmr",6.80108069965987,31.8736964653661,48.8619082928444,"estimates_12-19-22"
"2000, 2005","COM","arr",1.3959910604234,4.68632635656384,7.40040662379183,"estimates_12-19-22"
"2000, 2005","COM","percent_change_in_mmr",6.74192156889572,20.8888466102146,30.9279712139145,"estimates_12-19-22"
"2005, 2010","COM","arr",-0.582195360463326,2.70903889225487,5.80540225318422,"estimates_12-19-22"
"2005, 2010","COM","percent_change_in_mmr",-2.9537598785328,12.6678869490741,25.19385078625,"estimates_12-19-22"
"2010, 2015","COM","arr",0.381120074661053,3.97374264853814,7.30590491340635,"estimates_12-19-22"
"2010, 2015","COM","percent_change_in_mmr",1.88755820380278,18.0193655910687,30.6008220847811,"estimates_12-19-22"
"2015, 2020","COM","arr",0.106476292786477,3.68990958328246,7.15617779604,"estimates_12-19-22"
"2015, 2020","COM","percent_change_in_mmr",0.530966751772639,16.8476300917134,30.079331061843,"estimates_12-19-22"
"2016, 2020","COM","arr",0.247672846575171,4.07838260997323,7.70860491086751,"estimates_12-19-22"
"2016, 2020","COM","percent_change_in_mmr",0.985800108518066,15.0523757231642,26.5337581985047,"estimates_12-19-22"
"2000, 2015","COG","arr",1.61874423807915,4.14409833404522,5.94488479699409,"estimates_12-19-22"
"2000, 2015","COG","percent_change_in_mmr",21.5580721406849,46.2923506425199,59.0055150202499,"estimates_12-19-22"
"2000, 2020","COG","arr",1.96656669299209,4.37758829922252,6.09833122838755,"estimates_12-19-22"
"2000, 2020","COG","percent_change_in_mmr",32.5182714272569,58.3353714379396,70.4671277702076,"estimates_12-19-22"
"2010, 2020","COG","arr",0.214329836934332,3.21669684483673,5.95130974522785,"estimates_12-19-22"
"2010, 2020","COG","percent_change_in_mmr",2.12049282985074,27.5062391059117,44.8509667511592,"estimates_12-19-22"
"2000, 2005","COG","arr",2.84616334022383,6.27449250950925,8.87063995991703,"estimates_12-19-22"
"2000, 2005","COG","percent_change_in_mmr",13.2645999003234,26.9279777761062,35.8234301360246,"estimates_12-19-22"
"2005, 2010","COG","arr",1.37793913352913,4.71156896707756,7.3369037581354,"estimates_12-19-22"
"2005, 2010","COG","percent_change_in_mmr",6.6577139857001,20.9886322537881,30.7083083204129,"estimates_12-19-22"
"2010, 2015","COG","arr",-2.13738222099242,1.5256514469906,4.43258506140289,"estimates_12-19-22"
"2010, 2015","COG","percent_change_in_mmr",-11.2788601676909,7.34456431706025,19.8787591572517,"estimates_12-19-22"
"2015, 2020","COG","arr",1.41713370251598,4.96154574874639,8.27264501685578,"estimates_12-19-22"
"2015, 2020","COG","percent_change_in_mmr",6.840460590749,21.9700366120462,33.8755920462537,"estimates_12-19-22"
"2016, 2020","COG","arr",1.92185027807808,5.63764610776518,9.07828074313312,"estimates_12-19-22"
"2016, 2020","COG","percent_change_in_mmr",7.39934791085181,20.1887603914505,30.4504842128185,"estimates_12-19-22"
"2000, 2015","CRI","arr",3.48602327015842,4.46095846929762,5.7757144312938,"estimates_12-19-22"
"2000, 2015","CRI","percent_change_in_mmr",40.7203133215334,48.7853093492916,57.9519496017224,"estimates_12-19-22"
"2000, 2020","CRI","arr",1.89379404357697,2.78874361656992,4.0507506616866,"estimates_12-19-22"
"2000, 2020","CRI","percent_change_in_mmr",31.5289260867897,42.750353700858,55.5208716092374,"estimates_12-19-22"
"2010, 2020","CRI","arr",0.675660166325926,1.78399608141492,3.72478780295964,"estimates_12-19-22"
"2010, 2020","CRI","percent_change_in_mmr",6.53339801852802,16.3391953376703,31.0975727193585,"estimates_12-19-22"
"2000, 2005","CRI","arr",3.26434424675467,4.54064708452102,6.37567584663161,"estimates_12-19-22"
"2000, 2005","CRI","percent_change_in_mmr",15.0593331695012,20.3105001004594,27.2967274832235,"estimates_12-19-22"
"2005, 2010","CRI","arr",1.29815650824967,2.65459266109958,4.83392482501353,"estimates_12-19-22"
"2005, 2010","CRI","percent_change_in_mmr",6.28461587493465,12.4298178992201,21.4705316539825,"estimates_12-19-22"
"2010, 2015","CRI","arr",4.56679662891784,5.90657889932597,8.13370601949819,"estimates_12-19-22"
"2010, 2015","CRI","percent_change_in_mmr",20.4146242255355,25.5713282165629,33.4146299090728,"estimates_12-19-22"
"2015, 2020","CRI","arr",-4.05316296166729,-2.36597411769781,0.31375728323046,"estimates_12-19-22"
"2015, 2020","CRI","percent_change_in_mmr",-22.4653746559694,-12.5580280518408,1.55654504819656,"estimates_12-19-22"
"2016, 2020","CRI","arr",-6.20890284855002,-4.33477105536077,-1.57950325070007,"estimates_12-19-22"
"2016, 2020","CRI","percent_change_in_mmr",-28.1916359445731,-18.9330854999094,-6.52187008193272,"estimates_12-19-22"
"2000, 2015","CIV","arr",-2.91074573724309,-0.679431022134429,1.28293335035459,"estimates_12-19-22"
"2000, 2015","CIV","percent_change_in_mmr",-54.7455477613438,-10.7288966450019,17.5056167927951,"estimates_12-19-22"
"2000, 2020","CIV","arr",-2.04065255135299,-0.0366235044800598,1.92198171385445,"estimates_12-19-22"
"2000, 2020","CIV","percent_change_in_mmr",-50.4003462178744,-0.735159279625712,31.9138478202761,"estimates_12-19-22"
"2010, 2020","CIV","arr",-0.491342658465032,2.28517421153219,4.93436137280253,"estimates_12-19-22"
"2010, 2020","CIV","percent_change_in_mmr",-5.03613828780118,20.4287564423717,38.9475061160039,"estimates_12-19-22"
"2000, 2005","CIV","arr",-4.9257143527885,-2.43902267404416,-0.266590719023628,"estimates_12-19-22"
"2000, 2005","CIV","percent_change_in_mmr",-27.9265036340909,-12.9698896305486,-1.34187703566908,"estimates_12-19-22"
"2005, 2010","CIV","arr",-5.36672626543033,-2.23420222676545,0.609901850686998,"estimates_12-19-22"
"2005, 2010","CIV","percent_change_in_mmr",-30.7786892447765,-11.8188663563084,3.00348060748138,"estimates_12-19-22"
"2010, 2015","CIV","arr",-0.536309201831284,2.6329617292148,5.72609748718785,"estimates_12-19-22"
"2010, 2015","CIV","percent_change_in_mmr",-2.71782479453255,12.3350553714437,24.8966385540853,"estimates_12-19-22"
"2015, 2020","CIV","arr",-1.18960669831178,1.9121342174158,5.07292629688113,"estimates_12-19-22"
"2015, 2020","CIV","percent_change_in_mmr",-6.12849725296089,9.11786246168487,22.4033795781525,"estimates_12-19-22"
"2016, 2020","CIV","arr",-0.469548702902139,2.74694996709189,6.05358388998644,"estimates_12-19-22"
"2016, 2020","CIV","percent_change_in_mmr",-1.8959438600641,10.4056564924642,21.5056356241671,"estimates_12-19-22"
"2000, 2015","HRV","arr",1.94924067425349,3.97829433799037,5.64923932448339,"estimates_12-19-22"
"2000, 2015","HRV","percent_change_in_mmr",25.3519736540962,44.939860389237,57.1466300147107,"estimates_12-19-22"
"2000, 2020","HRV","arr",2.36606005959008,4.14009836356377,5.95338950973337,"estimates_12-19-22"
"2000, 2020","HRV","percent_change_in_mmr",37.7002024565906,56.3086337495242,69.5984896753143,"estimates_12-19-22"
"2010, 2020","HRV","arr",1.48421394423771,3.60902903837251,7.5633244580771,"estimates_12-19-22"
"2010, 2020","HRV","percent_change_in_mmr",13.7932227872114,30.2953323904856,53.0615174112205,"estimates_12-19-22"
"2000, 2005","HRV","arr",-0.305376218217609,3.70376849849546,5.99446090306797,"estimates_12-19-22"
"2000, 2005","HRV","percent_change_in_mmr",-1.53859758711657,16.9052300826686,25.8976576979987,"estimates_12-19-22"
"2005, 2010","HRV","arr",1.76188660586174,5.18275818886014,7.74310844317471,"estimates_12-19-22"
"2005, 2010","HRV","percent_change_in_mmr",8.43255024943603,22.828341128657,32.1014442219697,"estimates_12-19-22"
"2010, 2015","HRV","arr",0.219272919800215,2.63015539882748,7.52438929299197,"estimates_12-19-22"
"2010, 2015","HRV","percent_change_in_mmr",1.09037542321064,12.3227535982479,31.3548334539357,"estimates_12-19-22"
"2015, 2020","HRV","arr",1.50933329290898,4.52036672004066,8.86951672536495,"estimates_12-19-22"
"2015, 2020","HRV","percent_change_in_mmr",7.26893501254822,20.2296523389507,35.8198258119099,"estimates_12-19-22"
"2016, 2020","HRV","arr",-0.972388526931335,2.29700336797152,6.67218051321451,"estimates_12-19-22"
"2016, 2020","HRV","percent_change_in_mmr",-3.96619085719645,8.77855128265475,23.4240565068924,"estimates_12-19-22"
"2000, 2015","CUB","arr",0.387636372307038,1.21669042983115,2.0445003649951,"estimates_12-19-22"
"2000, 2015","CUB","percent_change_in_mmr",5.64872853960316,16.6818325259761,26.4110312372786,"estimates_12-19-22"
"2000, 2020","CUB","arr",0.201174104511738,0.911140335763036,1.62975847854899,"estimates_12-19-22"
"2000, 2020","CUB","percent_change_in_mmr",3.94361453771901,16.658875490911,27.8159934503869,"estimates_12-19-22"
"2010, 2020","CUB","arr",-0.84973704969537,0.443253571309877,1.82562182767048,"estimates_12-19-22"
"2010, 2020","CUB","percent_change_in_mmr",-8.86884395782422,4.33573293112207,16.6867162818049,"estimates_12-19-22"
"2000, 2005","CUB","arr",-0.626815092871937,1.71337701943855,3.60461675800913,"estimates_12-19-22"
"2000, 2005","CUB","percent_change_in_mmr",-3.18370506536981,8.21018579973313,16.4922578357253,"estimates_12-19-22"
"2005, 2010","CUB","arr",-0.79654337923599,1.18880464771497,3.00832453665675,"estimates_12-19-22"
"2005, 2010","CUB","percent_change_in_mmr",-4.06309131261387,5.77081281308698,13.96501969328,"estimates_12-19-22"
"2010, 2015","CUB","arr",-0.888300151502703,0.871837709260761,2.87379742903354,"estimates_12-19-22"
"2010, 2015","CUB","percent_change_in_mmr",-4.54161205397,4.26554153186974,13.3843673666043,"estimates_12-19-22"
"2015, 2020","CUB","arr",-2.36747744102768,-0.0618439302010914,2.54708695857083,"estimates_12-19-22"
"2015, 2020","CUB","percent_change_in_mmr",-12.5664887609417,-0.30969835787272,11.957835809542,"estimates_12-19-22"
"2016, 2020","CUB","arr",-1.73764801599345,0.854314890307988,3.82031173950577,"estimates_12-19-22"
"2016, 2020","CUB","percent_change_in_mmr",-7.19784079919593,3.35953068996795,14.1709334809655,"estimates_12-19-22"
"2000, 2015","CYP","arr",-5.06961114684885,-1.64913593325631,1.67107148168719,"estimates_12-19-22"
"2000, 2015","CYP","percent_change_in_mmr",-113.922084693818,-28.0653463347419,22.1713594523959,"estimates_12-19-22"
"2000, 2020","CYP","arr",-6.82700873723107,-3.63886743208594,-0.498429595051067,"estimates_12-19-22"
"2000, 2020","CYP","percent_change_in_mmr",-291.729652411704,-107.04655757186,-10.4824092177511,"estimates_12-19-22"
"2010, 2020","CYP","arr",-14.7806186067314,-9.39437648588863,-4.12203729906966,"estimates_12-19-22"
"2010, 2020","CYP","percent_change_in_mmr",-338.443978569823,-155.854221588632,-51.0142223478862,"estimates_12-19-22"
"2000, 2005","CYP","arr",-1.59806276269384,3.69772774040799,9.3105811137408,"estimates_12-19-22"
"2000, 2005","CYP","percent_change_in_mmr",-8.31821450353658,16.8801252721226,37.2197084854992,"estimates_12-19-22"
"2005, 2010","CYP","arr",-5.06697963131074,0.528786781568032,6.07096416620664,"estimates_12-19-22"
"2005, 2010","CYP","percent_change_in_mmr",-28.8332863185141,2.60928798041398,26.1805698187884,"estimates_12-19-22"
"2010, 2015","CYP","arr",-14.8822116797704,-9.18881745224521,-3.98271519094901,"estimates_12-19-22"
"2010, 2015","CYP","percent_change_in_mmr",-110.456876532447,-58.3188538944172,-22.0347628982349,"estimates_12-19-22"
"2015, 2020","CYP","arr",-17.0899873300297,-9.38942130300216,-2.20579030583735,"estimates_12-19-22"
"2015, 2020","CYP","percent_change_in_mmr",-135.019751607317,-59.9148139826779,-11.6601530759331,"estimates_12-19-22"
"2016, 2020","CYP","arr",-20.2434912693219,-11.5729745881913,-3.86600446437288,"estimates_12-19-22"
"2016, 2020","CYP","percent_change_in_mmr",-124.732373223059,-58.8705079076729,-16.7237893248334,"estimates_12-19-22"
"2000, 2015","CZE","arr",3.42107876576207,5.40681634296105,7.62534058053051,"estimates_12-19-22"
"2000, 2015","CZE","percent_change_in_mmr",40.1400069460557,55.5596547087799,68.1394329475556,"estimates_12-19-22"
"2000, 2020","CZE","arr",2.37020501129013,4.26620927278734,6.50840986062739,"estimates_12-19-22"
"2000, 2020","CZE","percent_change_in_mmr",37.7518269877457,57.3968338284566,72.7926201846036,"estimates_12-19-22"
"2010, 2020","CZE","arr",-0.946910877703871,2.24431844706334,6.10786266285684,"estimates_12-19-22"
"2010, 2020","CZE","percent_change_in_mmr",-9.9319211544795,20.1029968383268,45.7076178878393,"estimates_12-19-22"
"2000, 2005","CZE","arr",4.8840528556129,8.38824444921972,11.8509199383025,"estimates_12-19-22"
"2000, 2005","CZE","percent_change_in_mmr",21.6671116423742,34.2566868427608,44.7082229613145,"estimates_12-19-22"
"2005, 2010","CZE","arr",0.721768281237105,4.15997927952017,7.84949907694898,"estimates_12-19-22"
"2005, 2010","CZE","percent_change_in_mmr",3.54449890591996,18.7792121429461,32.4616636701011,"estimates_12-19-22"
"2010, 2015","CZE","arr",-0.067588125880755,3.69284299779966,8.13685448644101,"estimates_12-19-22"
"2010, 2015","CZE","percent_change_in_mmr",-0.338512331653894,16.8598252115452,33.4251111727009,"estimates_12-19-22"
"2015, 2020","CZE","arr",-3.37177189044763,0.747629260276207,5.73566519480315,"estimates_12-19-22"
"2015, 2020","CZE","percent_change_in_mmr",-18.3633086604127,3.66914007414736,24.9325587401857,"estimates_12-19-22"
"2016, 2020","CZE","arr",-3.506019160302,0.995272135324177,6.06957319584399,"estimates_12-19-22"
"2016, 2020","CZE","percent_change_in_mmr",-15.0550850496565,3.90288432740982,21.5558223266017,"estimates_12-19-22"
"2000, 2015","PRK","arr",0.707210821128126,3.62820914851733,6.52269120205227,"estimates_12-19-22"
"2000, 2015","PRK","percent_change_in_mmr",10.0648646847926,41.9712362677431,62.4089265642629,"estimates_12-19-22"
"2000, 2020","PRK","arr",0.308426870496046,2.83601700615131,5.38237468206053,"estimates_12-19-22"
"2000, 2020","PRK","percent_change_in_mmr",5.98213349256,43.2890799956682,65.9205238344326,"estimates_12-19-22"
"2010, 2020","PRK","arr",-1.09166121967952,2.03213343289082,5.33449839823327,"estimates_12-19-22"
"2010, 2020","PRK","percent_change_in_mmr",-11.534774720465,18.3895887481628,41.3422123976908,"estimates_12-19-22"
"2000, 2005","PRK","arr",4.80615158469342,8.6104855389325,12.3342557759723,"estimates_12-19-22"
"2000, 2005","PRK","percent_change_in_mmr",21.3614032931358,34.9831862788686,46.0284291132845,"estimates_12-19-22"
"2005, 2010","PRK","arr",-5.18748182210202,-1.36314051575555,2.26941728544253,"estimates_12-19-22"
"2005, 2010","PRK","percent_change_in_mmr",-29.6118580609649,-7.05333966397067,10.7269786021895,"estimates_12-19-22"
"2010, 2015","PRK","arr",-0.155996034072899,3.59035574179575,7.33804745896322,"estimates_12-19-22"
"2010, 2015","PRK","percent_change_in_mmr",-0.783030068159904,16.4326913377543,30.7122680218841,"estimates_12-19-22"
"2015, 2020","PRK","arr",-3.31015806486683,0.481977085822035,4.48075520763372,"estimates_12-19-22"
"2015, 2020","PRK","percent_change_in_mmr",-17.9992288485593,2.38107954307543,20.0715035782573,"estimates_12-19-22"
"2016, 2020","PRK","arr",-3.26889768794969,0.710321455124819,4.81856628456001,"estimates_12-19-22"
"2016, 2020","PRK","percent_change_in_mmr",-13.9689559081142,2.8013008852115,17.5305817901509,"estimates_12-19-22"
"2000, 2015","COD","arr",-2.28647479160075,1.25200674312047,2.88058520184287,"estimates_12-19-22"
"2000, 2015","COD","percent_change_in_mmr",-40.9128205449034,17.1220388538291,35.0847604089072,"estimates_12-19-22"
"2000, 2020","COD","arr",-2.07492078563806,1.23926509279604,2.74926265297135,"estimates_12-19-22"
"2000, 2020","COD","percent_change_in_mmr",-51.4346930329224,21.9525319014616,42.2965086881858,"estimates_12-19-22"
"2010, 2020","COD","arr",-2.93647605049937,1.033281896264,3.4162289454134,"estimates_12-19-22"
"2010, 2020","COD","percent_change_in_mmr",-34.1311671473933,9.81690452313854,28.9383856453618,"estimates_12-19-22"
"2000, 2005","COD","arr",-2.58752342852923,1.27680428810096,3.65331465510142,"estimates_12-19-22"
"2000, 2005","COD","percent_change_in_mmr",-13.811818199848,6.18451078503906,16.6953429760197,"estimates_12-19-22"
"2005, 2010","COD","arr",-3.40185872687701,1.76823588215794,4.083383654898,"estimates_12-19-22"
"2005, 2010","COD","percent_change_in_mmr",-18.5415014536851,8.46161469765071,18.4675579221969,"estimates_12-19-22"
"2010, 2015","COD","arr",-3.76128057824232,1.00167118158064,3.65675370983847,"estimates_12-19-22"
"2010, 2015","COD","percent_change_in_mmr",-20.6910822282635,4.88500551686178,16.7096662490061,"estimates_12-19-22"
"2015, 2020","COD","arr",-3.30086752698606,1.00018230817906,4.50361464659342,"estimates_12-19-22"
"2015, 2020","COD","percent_change_in_mmr",-17.9444281561755,4.87792460009542,20.1628085881991,"estimates_12-19-22"
"2016, 2020","COD","arr",-3.84767460203192,0.535454460057339,4.32545673784698,"estimates_12-19-22"
"2016, 2020","COD","percent_change_in_mmr",-16.6382392538362,2.11904373941122,15.8877728187608,"estimates_12-19-22"
"2000, 2015","DNK","arr",0.561245835822041,2.51033021709126,3.68431565055706,"estimates_12-19-22"
"2000, 2015","DNK","percent_change_in_mmr",8.07405281587011,31.3774868975331,42.4575538545381,"estimates_12-19-22"
"2000, 2020","DNK","arr",1.08152582022117,2.7790159683118,4.03177690062264,"estimates_12-19-22"
"2000, 2020","DNK","percent_change_in_mmr",19.4510528153627,42.6388644856206,55.351763627168,"estimates_12-19-22"
"2010, 2020","DNK","arr",1.00696830388807,3.40396623769095,5.55254774267973,"estimates_12-19-22"
"2010, 2020","DNK","percent_change_in_mmr",9.57926923781753,28.8511925307777,42.6073976811573,"estimates_12-19-22"
"2000, 2005","DNK","arr",1.04718260891926,2.8549810266252,5.0707815417556,"estimates_12-19-22"
"2000, 2005","DNK","percent_change_in_mmr",5.10120019802432,13.3028392794931,22.395058029535,"estimates_12-19-22"
"2005, 2010","DNK","arr",-1.86260758987681,1.43415111157562,2.99560891429225,"estimates_12-19-22"
"2005, 2010","DNK","percent_change_in_mmr",-9.76048319284445,6.91969358103391,13.9103030703889,"estimates_12-19-22"
"2010, 2015","DNK","arr",0.186738830905538,3.21209984696201,5.38291867578362,"estimates_12-19-22"
"2010, 2015","DNK","percent_change_in_mmr",0.929348682876667,14.8371595576319,23.5968250513315,"estimates_12-19-22"
"2015, 2020","DNK","arr",1.09461568181402,3.55362645659941,6.38833502223098,"estimates_12-19-22"
"2015, 2020","DNK","percent_change_in_mmr",5.32600087284633,16.2790818745323,27.3427313690219,"estimates_12-19-22"
"2016, 2020","DNK","arr",1.3400220908495,3.93375308599182,6.90408678408126,"estimates_12-19-22"
"2016, 2020","DNK","percent_change_in_mmr",5.21896774689878,14.5595140719858,24.1311103259889,"estimates_12-19-22"
"2000, 2015","DJI","arr",2.1975400892741,4.92691718087753,7.65835330724927,"estimates_12-19-22"
"2000, 2015","DJI","percent_change_in_mmr",28.0810883156496,52.2426678099699,68.2968005679652,"estimates_12-19-22"
"2000, 2020","DJI","arr",1.37963221265838,3.88217758277913,6.37321071289708,"estimates_12-19-22"
"2000, 2020","DJI","percent_change_in_mmr",24.1131227338911,53.9957090004012,72.04690141224,"estimates_12-19-22"
"2010, 2020","DJI","arr",-1.71591092714417,1.53640581078352,4.80325276431576,"estimates_12-19-22"
"2010, 2020","DJI","percent_change_in_mmr",-18.7192327072545,14.2419803273027,38.1417775609198,"estimates_12-19-22"
"2000, 2005","DJI","arr",2.98069521640121,6.52882067000846,10.1516970915276,"estimates_12-19-22"
"2000, 2005","DJI","percent_change_in_mmr",13.8460817487384,27.8513082431449,39.8052377828939,"estimates_12-19-22"
"2005, 2010","DJI","arr",2.37874827223657,5.96747278230102,9.57068194601114,"estimates_12-19-22"
"2005, 2010","DJI","percent_change_in_mmr",11.2136632679369,25.7975960899119,38.0308836982981,"estimates_12-19-22"
"2010, 2015","DJI","arr",-1.26691737554076,2.26431920757172,5.93344710531245,"estimates_12-19-22"
"2010, 2015","DJI","percent_change_in_mmr",-6.53952857431261,10.7042204183506,25.6712492905575,"estimates_12-19-22"
"2015, 2020","DJI","arr",-2.93128104891242,0.78820048090063,4.74901564362327,"estimates_12-19-22"
"2015, 2020","DJI","percent_change_in_mmr",-15.784934119234,3.86435509301678,21.1364291741526,"estimates_12-19-22"
"2016, 2020","DJI","arr",-2.10886151856103,1.78559360422295,5.79445251362253,"estimates_12-19-22"
"2016, 2020","DJI","percent_change_in_mmr",-8.8014489885818,6.8932725618163,20.6877879853992,"estimates_12-19-22"
"2000, 2015","DOM","arr",-2.01955106541561,-1.48674306820925,-0.953559845432005,"estimates_12-19-22"
"2000, 2015","DOM","percent_change_in_mmr",-35.3823295863886,-24.9834897131526,-15.3769002455198,"estimates_12-19-22"
"2000, 2020","DOM","arr",-2.6515968685431,-1.53862418640795,-0.443474281204623,"estimates_12-19-22"
"2000, 2020","DOM","percent_change_in_mmr",-69.9475014889513,-36.0326655046335,-9.27471605958791,"estimates_12-19-22"
"2010, 2020","DOM","arr",-3.76911408129715,-1.55275774147,0.607048036035342,"estimates_12-19-22"
"2010, 2020","DOM","percent_change_in_mmr",-45.7775156653699,-16.7980016531446,5.88989794810169,"estimates_12-19-22"
"2000, 2005","DOM","arr",-3.40325399168994,-1.86044505646959,-0.290073842108717,"estimates_12-19-22"
"2000, 2005","DOM","percent_change_in_mmr",-18.5497715618528,-9.74861572055499,-1.46093810797038,"estimates_12-19-22"
"2005, 2010","DOM","arr",-2.55229048354768,-1.12051568951694,0.295605514910248,"estimates_12-19-22"
"2005, 2010","DOM","percent_change_in_mmr",-13.6114973438551,-5.76249544086267,1.46715825302664,"estimates_12-19-22"
"2010, 2015","DOM","arr",-3.02405612789144,-1.49070783069827,0.0831146457881814,"estimates_12-19-22"
"2010, 2015","DOM","percent_change_in_mmr",-16.3232545676565,-7.73834740782818,0.414710623767364,"estimates_12-19-22"
"2015, 2020","DOM","arr",-6.16870897434022,-1.70613537116491,2.84006983255557,"estimates_12-19-22"
"2015, 2020","DOM","percent_change_in_mmr",-36.1293637755432,-8.90511025573583,13.2381769006772,"estimates_12-19-22"
"2016, 2020","DOM","arr",-6.65439086880475,-1.29459390796183,4.10680824228597,"estimates_12-19-22"
"2016, 2020","DOM","percent_change_in_mmr",-30.4964237409432,-5.3147985670016,15.1489082537054,"estimates_12-19-22"
"2000, 2015","ECU","arr",3.05742914878841,3.95752466775189,4.88562109405506,"estimates_12-19-22"
"2000, 2015","ECU","percent_change_in_mmr",36.7841014980039,44.7680557040662,51.9459197904895,"estimates_12-19-22"
"2000, 2020","ECU","arr",1.50091017236862,3.06263531289573,4.1913482470544,"estimates_12-19-22"
"2000, 2020","ECU","percent_change_in_mmr",25.9316596675085,45.8020478752588,56.7541814007702,"estimates_12-19-22"
"2010, 2020","ECU","arr",-1.47786285096972,1.67198877000412,3.5254068309096,"estimates_12-19-22"
"2010, 2020","ECU","percent_change_in_mmr",-15.9265120144022,15.3968659613082,29.710002624142,"estimates_12-19-22"
"2000, 2005","ECU","arr",3.7680039627665,5.10555952121168,7.23182553949236,"estimates_12-19-22"
"2000, 2005","ECU","percent_change_in_mmr",17.1716835131483,22.5298880335522,30.343298604854,"estimates_12-19-22"
"2005, 2010","ECU","arr",2.03722671767219,3.82823978077603,5.40091549452347,"estimates_12-19-22"
"2005, 2010","ECU","percent_change_in_mmr",9.68452202006555,17.4207699317544,23.6655448267116,"estimates_12-19-22"
"2010, 2015","ECU","arr",1.06863696624869,2.99148054907301,4.33647755565284,"estimates_12-19-22"
"2010, 2015","ECU","percent_change_in_mmr",5.20294552808148,13.8925307472644,19.4928252123372,"estimates_12-19-22"
"2015, 2020","ECU","arr",-5.01247084165986,0.382538615104384,3.62753305969703,"estimates_12-19-22"
"2015, 2020","ECU","percent_change_in_mmr",-28.4826376432802,1.89451715581208,16.5878874136988,"estimates_12-19-22"
"2016, 2020","ECU","arr",-4.31119800777265,1.83771447819809,5.73553123629907,"estimates_12-19-22"
"2016, 2020","ECU","percent_change_in_mmr",-18.8209955996867,7.08718253470592,20.5006427340327,"estimates_12-19-22"
"2000, 2015","EGY","arr",6.19579108665412,7.9720908473453,9.76136437893159,"estimates_12-19-22"
"2000, 2015","EGY","percent_change_in_mmr",60.5197107217192,69.7542233642469,76.8738148953534,"estimates_12-19-22"
"2000, 2020","EGY","arr",6.02148229063941,7.80451336382825,9.63598561056474,"estimates_12-19-22"
"2000, 2020","EGY","percent_change_in_mmr",70.0097076756765,79.005352008691,85.4444390601569,"estimates_12-19-22"
"2010, 2020","EGY","arr",5.41153019708093,8.1097018940815,11.3780521683781,"estimates_12-19-22"
"2010, 2020","EGY","percent_change_in_mmr",41.7923280597157,55.5573320804235,67.9478272875469,"estimates_12-19-22"
"2000, 2005","EGY","arr",3.49192333561561,6.38304709453169,9.28698655497629,"estimates_12-19-22"
"2000, 2005","EGY","percent_change_in_mmr",16.0203904109363,27.3235185173727,37.1456050739042,"estimates_12-19-22"
